POSTAL,chinese_buyer,chinese_seller,malay_buyer,malay_seller,indian_buyer,indian_seller
350126,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
550126,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
520126,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
521126,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
760126,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
751126,,,,,,
821126,,,,,,
161126,,,,,,
752126,,,,,,
754126,,,,,,
560127,,,,,,
460127,,,,,,
570127,,,,,,
650127,,,,,,
150127,,,,,,
380127,,,,,,
730127,,,,,,
510127,,,,,,
540127,,,,,,
550127,,,,,,
520127,,,,,,
521127,,,,,,
760127,,,,,,
161127,,,,,,
163127,,,,,,
164127,,,,,,
560128,,,,,,
470128,,,,,,
570128,,,,,,
650128,,,,,,
380128,,,,,,
160128,,,,,,
530128,,,,,,
310128,,,,,,
730128,,,,,,
670128,,,,,,
540128,,,,,,
520128,,,,,,
760128,,,,,,
821128,,,,,,
752128,,,,,,
822128,,,,,,
753128,,,,,,
824128,,,,,,
560129,,,,,,
460129,,,,,,
470129,,,,,,
570129,,,,,,
530129,,,,,,
730129,,,,,,
510129,,,,,,
670129,,,,,,
350129,,,,,,
540129,,,,,,
520129,,,,,,
760129,,,,,,
751129,,,,,,
752129,,,,,,
753129,,,,,,
080013,,,,,,
130013,,,,,,
400013,,,,,,
210013,,,,,,
271013,,,,,,
150013,,,,,,
310013,,,,,,
440013,,,,,,
730013,,,,,,
320013,,,,,,
680013,,,,,,
090013,,,,,,
590013,,,,,,
470130,,,,,,
460130,,,,,,
570130,,,,,,
150130,,,,,,
650130,,,,,,
670130,,,,,,
140130,,,,,,
820130,,,,,,
380130,,,,,,
160130,,,,,,
530130,,,,,,
730130,,,,,,
510130,,,,,,
350130,,,,,,
540130,,,,,,
520130,,,,,,
760130,,,,,,
751130,,,,,,
311130,,,,,,
752130,,,,,,
312130,,,,,,
560131,,,,,,
460131,,,,,,
470131,,,,,,
570131,,,,,,
650131,,,,,,
670131,,,,,,
680131,,,,,,
140131,,,,,,
530131,,,,,,
730131,,,,,,
510131,,,,,,
350131,,,,,,
760131,,,,,,
751131,,,,,,
311131,,,,,,
752131,,,,,,
162131,,,,,,
312131,,,,,,
753131,,,,,,
163131,,,,,,
560132,,,,,,
470132,,,,,,
460132,,,,,,
570132,,,,,,
650132,,,,,,
670132,,,,,,
680132,,,,,,
820132,,,,,,
380132,,,,,,
160132,,,,,,
530132,,,,,,
730132,,,,,,
510132,,,,,,
350132,,,,,,
540132,,,,,,
520132,,,,,,
760132,,,,,,
751132,,,,,,
752132,,,,,,
753132,,,,,,
460133,,,,,,
470133,,,,,,
570133,,,,,,
650133,,,,,,
670133,,,,,,
140133,,,,,,
820133,,,,,,
380133,,,,,,
160133,,,,,,
530133,,,,,,
730133,,,,,,
510133,,,,,,
350133,,,,,,
540133,,,,,,
520133,,,,,,
680133,,,,,,
760133,,,,,,
671133,,,,,,
460134,,,,,,
650134,,,,,,
820134,,,,,,
380134,,,,,,
160134,,,,,,
730134,,,,,,
670134,,,,,,
350134,,,,,,
540134,,,,,,
520134,,,,,,
680134,,,,,,
760134,,,,,,
470135,,,,,,
460135,,,,,,
570135,,,,,,
650135,,,,,,
820135,,,,,,
160135,,,,,,
350135,,,,,,
540135,,,,,,
550135,,,,,,
520135,,,,,,
680135,,,,,,
760135,,,,,,
460136,,,,,,
160136,,,,,,
530136,,,,,,
510136,,,,,,
670136,,,,,,
350136,,,,,,
540136,,,,,,
550136,,,,,,
520136,,,,,,
680136,,,,,,
760136,,,,,,
460137,,,,,,
470137,,,,,,
650137,,,,,,
160137,,,,,,
530137,,,,,,
510137,,,,,,
670137,,,,,,
540137,,,,,,
550137,,,,,,
520137,,,,,,
680137,,,,,,
760137,,,,,,
470138,,,,,,
460138,,,,,,
570138,,,,,,
650138,,,,,,
820138,,,,,,
160138,,,,,,
730138,,,,,,
510138,,,,,,
540138,,,,,,
550138,,,,,,
520138,,,,,,
521138,,,,,,
311138,,,,,,
611138,,,,,,
312138,,,,,,
612138,,,,,,
313138,,,,,,
613138,,,,,,
470139,,,,,,
460139,,,,,,
570139,,,,,,
650139,,,,,,
160139,,,,,,
530139,,,,,,
730139,,,,,,
510139,,,,,,
350139,,,,,,
540139,,,,,,
550139,,,,,,
520139,,,,,,
521139,,,,,,
760139,,,,,,
311139,,,,,,
312139,,,,,,
130014,,,,,,
400014,,,,,,
270014,,,,,,
360014,,,,,,
310014,,,,,,
320014,,,,,,
161014,,,,,,
680014,,,,,,
090014,,,,,,
590014,,,,,,
380014,,,,,,
311014,,,,,,
091014,,,,,,
381014,,,,,,
312014,,,,,,
470140,,,,,,
570140,,,,,,
160140,,,,,,
530140,,,,,,
730140,,,,,,
510140,,,,,,
670140,,,,,,
350140,,,,,,
540140,,,,,,
550140,,,,,,
520140,,,,,,
760140,,,,,,
613140,,,,,,
470141,,,,,,
570141,,,,,,
160141,,,,,,
530141,,,,,,
311141,,,,,,
730141,,,,,,
510141,,,,,,
350141,,,,,,
540141,,,,,,
550141,,,,,,
520141,,,,,,
521141,,,,,,
680141,,,,,,
650142,,,,,,
160142,,,,,,
310142,,,,,,
530142,,,,,,
730142,,,,,,
520142,,,,,,
521142,,,,,,
680142,,,,,,
760142,,,,,,
470143,,,,,,
570143,,,,,,
650143,,,,,,
310143,,,,,,
530143,,,,,,
730143,,,,,,
140143,,,,,,
670143,,,,,,
540143,,,,,,
550143,,,,,,
520143,,,,,,
760143,,,,,,
470144,,,,,,
570144,,,,,,
650144,,,,,,
310144,,,,,,
530144,,,,,,
670144,,,,,,
350144,,,,,,
550144,,,,,,
520144,,,,,,
521144,,,,,,
680144,,,,,,
760144,,,,,,
470145,,,,,,
650145,,,,,,
160145,,,,,,
310145,,,,,,
140145,,,,,,
350145,,,,,,
540145,,,,,,
550145,,,,,,
520145,,,,,,
521145,,,,,,
730145,,,,,,
760145,,,,,,
470146,,,,,,
650146,,,,,,
670146,,,,,,
160146,,,,,,
310146,,,,,,
140146,,,,,,
510146,,,,,,
540146,,,,,,
550146,,,,,,
520146,,,,,,
521146,,,,,,
730146,,,,,,
470147,,,,,,
570147,,,,,,
650147,,,,,,
670147,,,,,,
310147,,,,,,
140147,,,,,,
540147,,,,,,
550147,,,,,,
520147,,,,,,
160147,,,,,,
521147,,,,,,
760147,,,,,,
470148,,,,,,
650148,,,,,,
670148,,,,,,
140148,,,,,,
510148,,,,,,
350148,,,,,,
540148,,,,,,
550148,,,,,,
160148,,,,,,
520148,,,,,,
730148,,,,,,
760148,,,,,,
470149,,,,,,
570149,,,,,,
140149,,,,,,
510149,,,,,,
670149,,,,,,
540149,,,,,,
550149,,,,,,
520149,,,,,,
160149,,,,,,
521149,,,,,,
730149,,,,,,
190015,,,,,,
460015,,,,,,
400015,,,,,,
210015,,,,,,
270015,,,,,,
530015,,,,,,
360015,,,,,,
440015,,,,,,
320015,,,,,,
680015,,,,,,
090015,,,,,,
590015,,,,,,
380015,,,,,,
560150,,,,,,
470150,,,,,,
570150,,,,,,
650150,,,,,,
141150,,,,,,
510150,,,,,,
670150,,,,,,
540150,,,,,,
520150,,,,,,
160150,,,,,,
521150,,,,,,
760150,,,,,,
571150,,,,,,
611150,,,,,,
560151,,,,,,
470151,,,,,,
570151,,,,,,
680151,,,,,,
510151,,,,,,
670151,,,,,,
730151,,,,,,
760151,,,,,,
610151,,,,,,
560152,,,,,,
650152,,,,,,
670152,,,,,,
680152,,,,,,
310152,,,,,,
140152,,,,,,
510152,,,,,,
540152,,,,,,
550152,,,,,,
730152,,,,,,
610152,,,,,,
461152,,,,,,
572152,,,,,,
463152,,,,,,
560153,,,,,,
570153,,,,,,
680153,,,,,,
310153,,,,,,
140153,,,,,,
510153,,,,,,
540153,,,,,,
550153,,,,,,
520153,,,,,,
760153,,,,,,
610153,,,,,,
311153,,,,,,
462153,,,,,,
530154,,,,,,
680154,,,,,,
310154,,,,,,
140154,,,,,,
510154,,,,,,
540154,,,,,,
520154,,,,,,
730154,,,,,,
760154,,,,,,
610154,,,,,,
461154,,,,,,
462154,,,,,,
560155,,,,,,
460155,,,,,,
570155,,,,,,
530155,,,,,,
310155,,,,,,
510155,,,,,,
540155,,,,,,
520155,,,,,,
730155,,,,,,
760155,,,,,,
610155,,,,,,
560156,,,,,,
460156,,,,,,
570156,,,,,,
530156,,,,,,
680156,,,,,,
510156,,,,,,
540156,,,,,,
520156,,,,,,
521156,,,,,,
730156,,,,,,
760156,,,,,,
610156,,,,,,
560157,,,,,,
460157,,,,,,
650157,,,,,,
680157,,,,,,
310157,,,,,,
510157,,,,,,
520157,,,,,,
521157,,,,,,
760157,,,,,,
541157,,,,,,
542157,,,,,,
543157,,,,,,
544157,,,,,,
560158,,,,,,
530158,,,,,,
680158,,,,,,
310158,,,,,,
140158,,,,,,
510158,,,,,,
520158,,,,,,
610158,,,,,,
541158,,,,,,
542158,,,,,,
543158,,,,,,
544158,,,,,,
560159,,,,,,
460159,,,,,,
570159,,,,,,
680159,,,,,,
310159,,,,,,
510159,,,,,,
520159,,,,,,
521159,,,,,,
730159,,,,,,
760159,,,,,,
610159,,,,,,
541159,,,,,,
400016,,,,,,
530016,,,,,,
321016,,,,,,
360016,,,,,,
730016,,,,,,
440016,,,,,,
320016,,,,,,
163016,,,,,,
090016,,,,,,
590016,,,,,,
380016,,,,,,
460160,,,,,,
570160,,,,,,
650160,,,,,,
530160,,,,,,
680160,,,,,,
310160,,,,,,
140160,,,,,,
510160,,,,,,
520160,,,,,,
521160,,,,,,
610160,,,,,,
821160,,,,,,
822160,,,,,,
460161,,,,,,
570161,,,,,,
650161,,,,,,
150161,,,,,,
530161,,,,,,
310161,,,,,,
140161,,,,,,
510161,,,,,,
520161,,,,,,
521161,,,,,,
730161,,,,,,
760161,,,,,,
610161,,,,,,
650162,,,,,,
680162,,,,,,
140162,,,,,,
520162,,,,,,
521162,,,,,,
730162,,,,,,
610162,,,,,,
821162,,,,,,
541162,,,,,,
822162,,,,,,
542162,,,,,,
543162,,,,,,
560163,,,,,,
460163,,,,,,
650163,,,,,,
680163,,,,,,
310163,,,,,,
520163,,,,,,
140163,,,,,,
521163,,,,,,
730163,,,,,,
610163,,,,,,
821163,,,,,,
541163,,,,,,
822163,,,,,,
542163,,,,,,
543163,,,,,,
460164,,,,,,
570164,,,,,,
650164,,,,,,
670164,,,,,,
680164,,,,,,
520164,,,,,,
140164,,,,,,
521164,,,,,,
730164,,,,,,
541164,,,,,,
611164,,,,,,
542164,,,,,,
543164,,,,,,
460165,,,,,,
570165,,,,,,
150165,,,,,,
650165,,,,,,
530165,,,,,,
520165,,,,,,
521165,,,,,,
730165,,,,,,
760165,,,,,,
821165,,,,,,
611165,,,,,,
822165,,,,,,
612165,,,,,,
460166,,,,,,
570166,,,,,,
650166,,,,,,
670166,,,,,,
530166,,,,,,
140166,,,,,,
730166,,,,,,
760166,,,,,,
682166,,,,,,
612166,,,,,,
460167,,,,,,
570167,,,,,,
650167,,,,,,
530167,,,,,,
670167,,,,,,
730167,,,,,,
760167,,,,,,
821167,,,,,,
521167,,,,,,
822167,,,,,,
823167,,,,,,
524167,,,,,,
460168,,,,,,
570168,,,,,,
650168,,,,,,
310168,,,,,,
670168,,,,,,
141168,,,,,,
730168,,,,,,
821168,,,,,,
140168,,,,,,
521168,,,,,,
822168,,,,,,
522168,,,,,,
823168,,,,,,
524168,,,,,,
460169,,,,,,
570169,,,,,,
530169,,,,,,
310169,,,,,,
140169,,,,,,
730169,,,,,,
821169,,,,,,
822169,,,,,,
823169,,,,,,
190017,,,,,,
080017,,,,,,
130017,,,,,,
360017,,,,,,
310017,,,,,,
440017,,,,,,
730017,,,,,,
161017,,,,,,
320017,,,,,,
680017,,,,,,
163017,,,,,,
590017,,,,,,
371017,,,,,,
091017,,,,,,
372017,,,,,,
560170,,,,,,
460170,,,,,,
650170,,,,,,
670170,,,,,,
530170,,,,,,
140170,,,,,,
760170,,,,,,
822170,,,,,,
823170,,,,,,
560171,,,,,,
460171,,,,,,
650171,,,,,,
670171,,,,,,
530171,,,,,,
310171,,,,,,
140171,,,,,,
730171,,,,,,
760171,,,,,,
822171,,,,,,
823171,,,,,,
460172,,,,,,
650172,,,,,,
530172,,,,,,
310172,,,,,,
730172,,,,,,
760172,,,,,,
821172,,,,,,
311172,,,,,,
822172,,,,,,
823172,,,,,,
560173,,,,,,
310173,,,,,,
730173,,,,,,
760173,,,,,,
821173,,,,,,
822173,,,,,,
823173,,,,,,
824173,,,,,,
560174,,,,,,
570174,,,,,,
640174,,,,,,
650174,,,,,,
670174,,,,,,
310174,,,,,,
730174,,,,,,
822174,,,,,,
532174,,,,,,
824174,,,,,,
560175,,,,,,
570175,,,,,,
650175,,,,,,
670175,,,,,,
310175,,,,,,
730175,,,,,,
760175,,,,,,
821175,,,,,,
611175,,,,,,
822175,,,,,,
823175,,,,,,
613175,,,,,,
824175,,,,,,
560176,,,,,,
650176,,,,,,
670176,,,,,,
730176,,,,,,
822176,,,,,,
823176,,,,,,
824176,,,,,,
560177,,,,,,
570177,,,,,,
650177,,,,,,
670177,,,,,,
310177,,,,,,
730177,,,,,,
610177,,,,,,
560178,,,,,,
570178,,,,,,
650178,,,,,,
820178,,,,,,
670178,,,,,,
610178,,,,,,
541178,,,,,,
542178,,,,,,
543178,,,,,,
560179,,,,,,
570179,,,,,,
650179,,,,,,
670179,,,,,,
730179,,,,,,
610179,,,,,,
469276,,,,,,
080018,,,,,,
130018,,,,,,
400018,,,,,,
321018,,,,,,
360018,,,,,,
310018,,,,,,
730018,,,,,,
320018,,,,,,
162018,,,,,,
090018,,,,,,
163018,,,,,,
590018,,,,,,
371018,,,,,,
272018,,,,,,
372018,,,,,,
273018,,,,,,
560180,,,,,,
460180,,,,,,
570180,,,,,,
650180,,,,,,
670180,,,,,,
510180,,,,,,
610180,,,,,,
641180,,,,,,
731180,,,,,,
642180,,,,,,
732180,,,,,,
542180,,,,,,
643180,,,,,,
543180,,,,,,
560181,,,,,,
570181,,,,,,
820181,,,,,,
670181,,,,,,
510181,,,,,,
140181,,,,,,
610181,,,,,,
642181,,,,,,
560182,,,,,,
460182,,,,,,
570182,,,,,,
650182,,,,,,
820182,,,,,,
670182,,,,,,
510182,,,,,,
140182,,,,,,
610182,,,,,,
460183,,,,,,
570183,,,,,,
650183,,,,,,
820183,,,,,,
670183,,,,,,
510183,,,,,,
140183,,,,,,
610183,,,,,,
641183,,,,,,
541183,,,,,,
642183,,,,,,
732183,,,,,,
643183,,,,,,
543183,,,,,,
733183,,,,,,
644183,,,,,,
570184,,,,,,
820184,,,,,,
140184,,,,,,
610184,,,,,,
541184,,,,,,
731184,,,,,,
542184,,,,,,
543184,,,,,,
460185,,,,,,
570185,,,,,,
640185,,,,,,
650185,,,,,,
820185,,,,,,
670185,,,,,,
732185,,,,,,
543185,,,,,,
733185,,,,,,
544185,,,,,,
570186,,,,,,
640186,,,,,,
650186,,,,,,
510186,,,,,,
461186,,,,,,
541186,,,,,,
462186,,,,,,
542186,,,,,,
543186,,,,,,
570187,,,,,,
640187,,,,,,
510187,,,,,,
820187,,,,,,
461187,,,,,,
541187,,,,,,
462187,,,,,,
542187,,,,,,
570188,,,,,,
640188,,,,,,
510188,,,,,,
820188,,,,,,
461188,,,,,,
541188,,,,,,
462188,,,,,,
543188,,,,,,
464188,,,,,,
570189,,,,,,
650189,,,,,,
510189,,,,,,
542189,,,,,,
543189,,,,,,
080019,,,,,,
461019,,,,,,
130019,,,,,,
270019,,,,,,
530019,,,,,,
321019,,,,,,
163019,,,,,,
360019,,,,,,
161019,,,,,,
440019,,,,,,
730019,,,,,,
140019,,,,,,
320019,,,,,,
590019,,,,,,
570190,,,,,,
650190,,,,,,
510190,,,,,,
820190,,,,,,
541190,,,,,,
542190,,,,,,
570191,,,,,,
650191,,,,,,
310191,,,,,,
541191,,,,,,
542191,,,,,,
570192,,,,,,
650192,,,,,,
510192,,,,,,
820192,,,,,,
541192,,,,,,
542192,,,,,,
543192,,,,,,
820193,,,,,,
310193,,,,,,
510193,,,,,,
540193,,,,,,
310194,,,,,,
540194,,,,,,
651194,,,,,,
652194,,,,,,
570195,,,,,,
310195,,,,,,
510195,,,,,,
540195,,,,,,
821195,,,,,,
822195,,,,,,
823195,,,,,,
824195,,,,,,
825195,,,,,,
310196,,,,,,
510196,,,,,,
641196,,,,,,
642196,,,,,,
822196,,,,,,
823196,,,,,,
824196,,,,,,
570197,,,,,,
510197,,,,,,
641197,,,,,,
821197,,,,,,
643197,,,,,,
644197,,,,,,
510198,,,,,,
640199,,,,,,
821199,,,,,,
822199,,,,,,
823199,,,,,,
824199,,,,,,
509984,,,,,,
460002,,,,,,
461002,,,,,,
161002,,,,,,
130002,,,,,,
081002,,,,,,
430002,,,,,,
431002,,,,,,
150002,,,,,,
162002,,,,,,
531002,,,,,,
440002,,,,,,
730002,,,,,,
266733,,,,,,
322002,,,,,,
680002,,,,,,
082002,,,,,,
590002,,,,,,
360002,,,,,,
164002,,,,,,
403002,,,,,,
381002,,,,,,
382002,,,,,,
166002,,,,,,
406002,,,,,,
384002,,,,,,
370020,,,,,,
469277,,,,,,
461020,,,,,,
130020,,,,,,
400020,,,,,,
271020,,,,,,
530020,,,,,,
164020,,,,,,
160020,,,,,,
360020,,,,,,
310020,,,,,,
440020,,,,,,
140020,,,,,,
600020,,,,,,
090020,,,,,,
163020,,,,,,
640200,,,,,,
541200,,,,,,
542200,,,,,,
544200,,,,,,
460201,,,,,,
640201,,,,,,
650201,,,,,,
120201,,,,,,
530201,,,,,,
600201,,,,,,
730201,,,,,,
670201,,,,,,
550201,,,,,,
310201,,,,,,
760201,,,,,,
541201,,,,,,
821201,,,,,,
521201,,,,,,
542201,,,,,,
522201,,,,,,
544201,,,,,,
824201,,,,,,
527201,,,,,,
560202,,,,,,
460202,,,,,,
570202,,,,,,
640202,,,,,,
650202,,,,,,
120202,,,,,,
540202,,,,,,
600202,,,,,,
670202,,,,,,
550202,,,,,,
520202,,,,,,
760202,,,,,,
541202,,,,,,
821202,,,,,,
822202,,,,,,
543202,,,,,,
460203,,,,,,
570203,,,,,,
640203,,,,,,
650203,,,,,,
680203,,,,,,
120203,,,,,,
670203,,,,,,
550203,,,,,,
520203,,,,,,
310203,,,,,,
760203,,,,,,
541203,,,,,,
542203,,,,,,
822203,,,,,,
543203,,,,,,
544203,,,,,,
545203,,,,,,
560204,,,,,,
570204,,,,,,
640204,,,,,,
650204,,,,,,
120204,,,,,,
600204,,,,,,
730204,,,,,,
510204,,,,,,
670204,,,,,,
550204,,,,,,
310204,,,,,,
760204,,,,,,
541204,,,,,,
821204,,,,,,
542204,,,,,,
822204,,,,,,
543204,,,,,,
823204,,,,,,
544204,,,,,,
824204,,,,,,
560205,,,,,,
460205,,,,,,
640205,,,,,,
650205,,,,,,
680205,,,,,,
120205,,,,,,
600205,,,,,,
730205,,,,,,
510205,,,,,,
550205,,,,,,
310205,,,,,,
760205,,,,,,
541205,,,,,,
821205,,,,,,
542205,,,,,,
543205,,,,,,
640206,,,,,,
650206,,,,,,
600206,,,,,,
730206,,,,,,
510206,,,,,,
670206,,,,,,
550206,,,,,,
520206,,,,,,
310206,,,,,,
760206,,,,,,
541206,,,,,,
542206,,,,,,
543206,,,,,,
560207,,,,,,
570207,,,,,,
650207,,,,,,
680207,,,,,,
600207,,,,,,
510207,,,,,,
670207,,,,,,
550207,,,,,,
310207,,,,,,
760207,,,,,,
542207,,,,,,
821207,,,,,,
543207,,,,,,
823207,,,,,,
547207,,,,,,
560208,,,,,,
570208,,,,,,
640208,,,,,,
680208,,,,,,
600208,,,,,,
460208,,,,,,
510208,,,,,,
670208,,,,,,
550208,,,,,,
520208,,,,,,
310208,,,,,,
760208,,,,,,
541208,,,,,,
122208,,,,,,
542208,,,,,,
822208,,,,,,
823208,,,,,,
560209,,,,,,
570209,,,,,,
680209,,,,,,
600209,,,,,,
510209,,,,,,
550209,,,,,,
760209,,,,,,
541209,,,,,,
821209,,,,,,
542209,,,,,,
822209,,,,,,
543209,,,,,,
823209,,,,,,
370021,,,,,,
460021,,,,,,
461021,,,,,,
130021,,,,,,
270021,,,,,,
271021,,,,,,
161021,,,,,,
140021,,,,,,
321021,,,,,,
600021,,,,,,
090021,,,,,,
590021,,,,,,
560210,,,,,,
570210,,,,,,
640210,,,,,,
680210,,,,,,
600210,,,,,,
510210,,,,,,
550210,,,,,,
520210,,,,,,
541210,,,,,,
542210,,,,,,
822210,,,,,,
543210,,,,,,
823210,,,,,,
560211,,,,,,
640211,,,,,,
650211,,,,,,
680211,,,,,,
530211,,,,,,
600211,,,,,,
460211,,,,,,
510211,,,,,,
670211,,,,,,
760211,,,,,,
821211,,,,,,
542211,,,,,,
822211,,,,,,
823211,,,,,,
544211,,,,,,
824211,,,,,,
560212,,,,,,
640212,,,,,,
650212,,,,,,
680212,,,,,,
600212,,,,,,
510212,,,,,,
550212,,,,,,
541212,,,,,,
511212,,,,,,
542212,,,,,,
822212,,,,,,
560213,,,,,,
460213,,,,,,
570213,,,,,,
640213,,,,,,
680213,,,,,,
600213,,,,,,
730213,,,,,,
510213,,,,,,
520213,,,,,,
760213,,,,,,
541213,,,,,,
821213,,,,,,
542213,,,,,,
822213,,,,,,
823213,,,,,,
560214,,,,,,
460214,,,,,,
570214,,,,,,
650214,,,,,,
680214,,,,,,
600214,,,,,,
310214,,,,,,
730214,,,,,,
670214,,,,,,
550214,,,,,,
760214,,,,,,
640215,,,,,,
650215,,,,,,
NIL,,,,,,
600215,,,,,,
310215,,,,,,
730215,,,,,,
510215,,,,,,
670215,,,,,,
550215,,,,,,
520215,,,,,,
760215,,,,,,
601215,,,,,,
650216,,,,,,
600216,,,,,,
310216,,,,,,
730216,,,,,,
510216,,,,,,
670216,,,,,,
520216,,,,,,
760216,,,,,,
641216,,,,,,
541216,,,,,,
642216,,,,,,
543216,,,,,,
460217,,,,,,
570217,,,,,,
650217,,,,,,
680217,,,,,,
600217,,,,,,
310217,,,,,,
510217,,,,,,
670217,,,,,,
550217,,,,,,
520217,,,,,,
760217,,,,,,
641217,,,,,,
541217,,,,,,
601217,,,,,,
821217,,,,,,
542217,,,,,,
822217,,,,,,
543217,,,,,,
823217,,,,,,
824217,,,,,,
460218,,,,,,
650218,,,,,,
680218,,,,,,
600218,,,,,,
310218,,,,,,
730218,,,,,,
510218,,,,,,
670218,,,,,,
520218,,,,,,
641218,,,,,,
642218,,,,,,
644218,,,,,,
560219,,,,,,
570219,,,,,,
650219,,,,,,
680219,,,,,,
600219,,,,,,
310219,,,,,,
510219,,,,,,
670219,,,,,,
550219,,,,,,
760219,,,,,,
461219,,,,,,
601219,,,,,,
463219,,,,,,
464219,,,,,,
460022,,,,,,
330022,,,,,,
130022,,,,,,
400022,,,,,,
271022,,,,,,
160022,,,,,,
165022,,,,,,
570220,,,,,,
680220,,,,,,
530220,,,,,,
600220,,,,,,
310220,,,,,,
670220,,,,,,
550220,,,,,,
520220,,,,,,
760220,,,,,,
461220,,,,,,
821220,,,,,,
462220,,,,,,
822220,,,,,,
823220,,,,,,
560221,,,,,,
640221,,,,,,
650221,,,,,,
530221,,,,,,
600221,,,,,,
310221,,,,,,
510221,,,,,,
670221,,,,,,
550221,,,,,,
520221,,,,,,
521221,,,,,,
760221,,,,,,
461221,,,,,,
821221,,,,,,
462221,,,,,,
463221,,,,,,
560222,,,,,,
530222,,,,,,
600222,,,,,,
310222,,,,,,
510222,,,,,,
550222,,,,,,
521222,,,,,,
461222,,,,,,
821222,,,,,,
462222,,,,,,
463222,,,,,,
560223,,,,,,
650223,,,,,,
680223,,,,,,
310223,,,,,,
510223,,,,,,
670223,,,,,,
550223,,,,,,
520223,,,,,,
521223,,,,,,
760223,,,,,,
541223,,,,,,
601223,,,,,,
543223,,,,,,
544223,,,,,,
570224,,,,,,
650224,,,,,,
680224,,,,,,
600224,,,,,,
310224,,,,,,
510224,,,,,,
670224,,,,,,
520224,,,,,,
521224,,,,,,
541224,,,,,,
542224,,,,,,
822224,,,,,,
543224,,,,,,
823224,,,,,,
560225,,,,,,
570225,,,,,,
650225,,,,,,
600225,,,,,,
310225,,,,,,
670225,,,,,,
520225,,,,,,
521225,,,,,,
760225,,,,,,
541225,,,,,,
601225,,,,,,
542225,,,,,,
560226,,,,,,
680226,,,,,,
600226,,,,,,
310226,,,,,,
510226,,,,,,
670226,,,,,,
550226,,,,,,
520226,,,,,,
521226,,,,,,
760226,,,,,,
541226,,,,,,
822226,,,,,,
566226,,,,,,
510227,,,,,,
550227,,,,,,
521227,,,,,,
760227,,,,,,
561227,,,,,,
541227,,,,,,
542227,,,,,,
822227,,,,,,
543227,,,,,,
544227,,,,,,
650228,,,,,,
600228,,,,,,
310228,,,,,,
670228,,,,,,
550228,,,,,,
521228,,,,,,
760228,,,,,,
561228,,,,,,
541228,,,,,,
821228,,,,,,
542228,,,,,,
822228,,,,,,
543228,,,,,,
560229,,,,,,
570229,,,,,,
650229,,,,,,
540229,,,,,,
510229,,,,,,
670229,,,,,,
550229,,,,,,
521229,,,,,,
760229,,,,,,
821229,,,,,,
822229,,,,,,
370023,,,,,,
460023,,,,,,
330023,,,,,,
130023,,,,,,
400023,,,,,,
271023,,,,,,
530023,,,,,,
163023,,,,,,
570023,,,,,,
600023,,,,,,
090023,,,,,,
140023,,,,,,
141023,,,,,,
560230,,,,,,
570230,,,,,,
650230,,,,,,
680230,,,,,,
540230,,,,,,
530230,,,,,,
310230,,,,,,
510230,,,,,,
670230,,,,,,
550230,,,,,,
524230,,,,,,
760230,,,,,,
651230,,,,,,
525230,,,,,,
526230,,,,,,
527230,,,,,,
528230,,,,,,
529230,,,,,,
522230,,,,,,
523230,,,,,,
560231,,,,,,
570231,,,,,,
650231,,,,,,
680231,,,,,,
540231,,,,,,
530231,,,,,,
600231,,,,,,
510231,,,,,,
670231,,,,,,
550231,,,,,,
